ЖК рус,Район Город,Застройщик ЖК,Площадь,Тип Комнатности,Этаж,Срок сдачи,Отделка,SalePrice,Labels
Аквилон Бисайд,Нижегородский,Аквилон,36.9,1,5,3 кв 2023,Нет,12489829,16
Аквилон Бисайд,Нижегородский,Аквилон,33.0,1,6,3 кв 2023,Нет,11248009,16
Аквилон Бисайд,Нижегородский,Аквилон,56.6,2,12,3 кв 2023,Нет,16760561,19
Аквилон Бисайд,Нижегородский,Аквилон,22.9,ст,4,3 кв 2023,Нет,8706443,17
Аквилон Бисайд,Нижегородский,Аквилон,32.2,1,4,3 кв 2023,Нет,10983416,16
Аквилон Бисайд,Нижегородский,Аквилон,33.8,1,11,3 кв 2023,Нет,11892429,16
Аквилон Бисайд,Нижегородский,Аквилон,34.4,1,12,3 кв 2023,Нет,11070943,16
Аквилон Бисайд,Нижегородский,Аквилон,29.8,1,23,3 кв 2023,Нет,10927731,16
Аквилон Бисайд,Нижегородский,Аквилон,58.9,3,10,3 кв 2023,Нет,17099437,18
Аквилон Бисайд,Нижегородский,Аквилон,34.4,1,5,3 кв 2023,Нет,11291619,16
Аквилон Бисайд,Нижегородский,Аквилон,20.1,ст,15,3 кв 2023,Нет,7630482,17
Аквилон Бисайд,Нижегородский,Аквилон,20.6,ст,3,3 кв 2023,Нет,7663621,17
Аквилон Бисайд,Нижегородский,Аквилон,24.3,ст,25,3 кв 2023,Нет,9269900,17
Аквилон Бисайд,Нижегородский,Аквилон,20.6,ст,11,3 кв 2023,Нет,7831996,17
Аквилон Бисайд,Нижегородский,Аквилон,34.4,1,7,3 кв 2023,Нет,10959656,16
Аквилон Бисайд,Нижегородский,Аквилон,22.3,ст,5,3 кв 2023,Нет,8070458,17
Аквилон Бисайд,Нижегородский,Аквилон,20.1,ст,16,3 кв 2023,Нет,7730323,17
Аквилон Бисайд,Нижегородский,Аквилон,37.9,1,6,3 кв 2023,Нет,12658637,16
Аквилон Бисайд,Нижегородский,Аквилон,55.9,2,14,3 кв 2023,Нет,16744484,19
Аквилон Бисайд,Нижегородский,Аквилон,20.4,ст,6,3 кв 2023,Нет,7755957,17
Аквилон Бисайд,Нижегородский,Аквилон,33.9,1,17,3 кв 2023,Нет,11188666,16
Аквилон Бисайд,Нижегородский,Аквилон,34.7,1,15,3 кв 2023,Нет,11226671,16
Аквилон Бисайд,Нижегородский,Аквилон,32.1,1,10,3 кв 2023,Нет,10985252,16
Аквилон Бисайд,Нижегородский,Аквилон,35.1,1,19,3 кв 2023,Нет,12498875,16
Аквилон Бисайд,Нижегородский,Аквилон,24.4,ст,20,3 кв 2023,Нет,9217973,17
Аквилон Бисайд,Нижегородский,Аквилон,20.6,ст,8,3 кв 2023,Нет,7684591,17
Аквилон Бисайд,Нижегородский,Аквилон,33.6,1,9,3 кв 2023,Нет,11159963,16
Аквилон Бисайд,Нижегородский,Аквилон,33.5,1,8,3 кв 2023,Нет,10746800,16
Аквилон Бисайд,Нижегородский,Аквилон,59.4,2,18,3 кв 2023,Нет,17651183,19
Аквилон Бисайд,Нижегородский,Аквилон,33.0,1,3,3 кв 2023,Нет,10961643,16
Аквилон Бисайд,Нижегородский,Аквилон,20.1,ст,23,3 кв 2023,Нет,7810020,17
Аквилон Бисайд,Нижегородский,Аквилон,30.4,1,3,3 кв 2023,Нет,10535281,16
Аквилон Бисайд,Нижегородский,Аквилон,33.5,1,6,3 кв 2023,Нет,10939419,16
Аквилон Бисайд,Нижегородский,Аквилон,37.9,1,7,3 кв 2023,Нет,12292989,16
Аквилон Бисайд,Нижегородский,Аквилон,19.1,ст,9,3 кв 2023,Нет,7260120,17
Аквилон Бисайд,Нижегородский,Аквилон,33.5,1,11,3 кв 2023,Нет,10950789,16
Аквилон Митино,Митино,Аквилон,61.7,2,15,4 кв 2022,Есть,17570697,20
Аквилон Митино,Митино,Аквилон,84.3,3,20,4 кв 2022,Есть,22307773,21
Аквилон Митино,Митино,Аквилон,33.8,1,15,2 кв 2023,Есть,10630611,22
Аквилон Митино,Митино,Аквилон,27.6,ст,16,4 кв 2022,Есть,8590860,23
Аквилон Митино,Митино,Аквилон,23.7,ст,16,2 кв 2023,Есть,8311611,23
Аквилон Митино,Митино,Аквилон,36.2,1,7,2 кв 2023,Есть,11284037,22
Аквилон Митино,Митино,Аквилон,25.7,ст,8,2 кв 2023,Есть,8396083,23
Аквилон Митино,Митино,Аквилон,39.1,1,11,4 кв 2022,Есть,12188282,22
Аквилон Митино,Митино,Аквилон,63.0,2,16,4 кв 2022,Есть,17708657,20
Аквилон Митино,Митино,Аквилон,84.3,3,19,4 кв 2022,Есть,22215054,21
Аквилон Митино,Митино,Аквилон,27.0,ст,15,4 кв 2022,Есть,8379036,23
Аквилон Митино,Митино,Аквилон,26.5,ст,24,4 кв 2022,Есть,8966316,23
Аквилон Митино,Митино,Аквилон,47.8,2,20,4 кв 2022,Есть,15905550,20
Аквилон Митино,Митино,Аквилон,24.5,ст,9,2 кв 2023,Есть,8173439,23
Аквилон Митино,Митино,Аквилон,39.2,1,2,4 кв 2022,Есть,10910368,22
Аквилон Митино,Митино,Аквилон,40.7,1,24,2 кв 2023,Есть,12267546,22
Аквилон Митино,Митино,Аквилон,40.0,2,4,2 кв 2023,Есть,11562546,20
Аквилон Митино,Митино,Аквилон,61.2,2,16,4 кв 2022,Есть,17432428,20
Аквилон Митино,Митино,Аквилон,24.9,ст,13,4 кв 2022,Есть,8246108,23
Аквилон Митино,Митино,Аквилон,24.5,ст,12,2 кв 2023,Есть,8225973,23
Аквилон Митино,Митино,Аквилон,27.7,ст,7,4 кв 2022,Есть,7935783,23
Аквилон Митино,Митино,Аквилон,63.0,2,13,4 кв 2022,Есть,16479130,20
Аквилон Митино,Митино,Аквилон,51.6,2,24,2 кв 2023,Есть,13922223,20
Аквилон Митино,Митино,Аквилон,47.7,2,15,4 кв 2022,Есть,14611134,20
Аквилон Митино,Митино,Аквилон,60.1,2,6,2 кв 2023,Есть,15665963,20
Аквилон Митино,Митино,Аквилон,82.5,3,17,4 кв 2022,Есть,20263359,21
Аквилон Митино,Митино,Аквилон,37.7,1,13,4 кв 2022,Есть,11438792,22
Аквилон Митино,Митино,Аквилон,57.5,3,14,2 кв 2023,Есть,15152339,21
Аквилон Митино,Митино,Аквилон,26.0,ст,7,2 кв 2023,Есть,7762023,23
Аквилон Митино,Митино,Аквилон,27.4,ст,16,4 кв 2022,Есть,8018296,23
Аквилон Митино,Митино,Аквилон,47.8,2,16,4 кв 2022,Есть,14574000,20
Аквилон Митино,Митино,Аквилон,34.8,1,10,2 кв 2023,Есть,10138834,22
Аквилон Митино,Митино,Аквилон,27.0,ст,13,4 кв 2022,Есть,7506426,23
Аквилон Митино,Митино,Аквилон,37.7,1,14,4 кв 2022,Есть,11658402,22
Аквилон Митино,Митино,Аквилон,37.2,1,3,2 кв 2023,Есть,10227732,22
Аквилон Митино,Митино,Аквилон,49.9,2,8,4 кв 2022,Есть,14731442,20
Аквилон Митино,Митино,Аквилон,26.9,ст,14,4 кв 2022,Есть,7880856,23
Аквилон Митино,Митино,Аквилон,40.8,1,2,4 кв 2022,Есть,11147692,22
Аквилон Митино,Митино,Аквилон,31.0,ст,4,4 кв 2022,Есть,9027224,23
Аквилон Митино,Митино,Аквилон,22.0,ст,16,4 кв 2022,Есть,6985682,23
Аквилон Митино,Митино,Аквилон,40.9,1,12,4 кв 2022,Есть,11874440,22
Аквилон Митино,Митино,Аквилон,40.9,1,16,4 кв 2022,Есть,12213495,22
Аквилон Митино,Митино,Аквилон,63.0,2,11,4 кв 2022,Есть,15933824,20
Аквилон Митино,Митино,Аквилон,26.9,ст,16,4 кв 2022,Есть,7937334,23
Аквилон Митино,Митино,Аквилон,23.5,ст,13,4 кв 2022,Есть,7701213,23
Аквилон Митино,Митино,Аквилон,60.7,2,6,2 кв 2023,Есть,15400817,20
Аквилон Митино,Митино,Аквилон,32.3,1,12,2 кв 2023,Есть,9623364,22
Аквилон Митино,Митино,Аквилон,36.5,1,8,2 кв 2023,Есть,10356297,22
Аквилон Митино,Митино,Аквилон,27.7,ст,13,4 кв 2022,Есть,8263175,23
Аквилон Митино,Митино,Аквилон,25.7,ст,5,2 кв 2023,Есть,7525923,23
Аквилон Митино,Митино,Аквилон,24.5,ст,12,2 кв 2023,Есть,7430560,23
Аквилон Митино,Митино,Аквилон,35.6,1,16,2 кв 2023,Есть,10145055,22
Аквилон Митино,Митино,Аквилон,27.4,ст,14,4 кв 2022,Есть,7960179,23
Аквилон Митино,Митино,Аквилон,37.6,1,17,4 кв 2022,Есть,11373646,22
Аквилон Митино,Митино,Аквилон,36.5,1,4,2 кв 2023,Есть,10020082,22
Аквилон Митино,Митино,Аквилон,37.5,1,6,2 кв 2023,Есть,10587957,22
Аквилон Митино,Митино,Аквилон,35.4,1,3,2 кв 2023,Есть,9938049,22
Аквилон Митино,Митино,Аквилон,39.1,1,15,4 кв 2022,Есть,11271349,22
Аквилон Митино,Митино,Аквилон,25.7,ст,3,2 кв 2023,Есть,7495747,23
Аквилон Митино,Митино,Аквилон,40.9,1,20,4 кв 2022,Есть,12427509,22
Аквилон Митино,Митино,Аквилон,27.2,ст,13,4 кв 2022,Есть,8224865,23
Аквилон Митино,Митино,Аквилон,24.5,ст,11,2 кв 2023,Есть,7422215,23
Аквилон Митино,Митино,Аквилон,24.8,ст,10,2 кв 2023,Есть,7442825,23
Аквилон Митино,Митино,Аквилон,25.4,ст,6,2 кв 2023,Есть,7470479,23
Аквилон Митино,Митино,Аквилон,24.6,ст,7,2 кв 2023,Есть,7472472,23
Аквилон Митино,Митино,Аквилон,24.5,ст,13,2 кв 2023,Есть,7475550,23
Аквилон Митино,Митино,Аквилон,23.7,ст,10,2 кв 2023,Есть,7432290,23
Аквилон Митино,Митино,Аквилон,47.8,2,11,4 кв 2022,Есть,13844749,20
Аквилон Митино,Митино,Аквилон,36.8,1,7,2 кв 2023,Есть,10144393,22
Аквилон Митино,Митино,Аквилон,34.3,1,5,2 кв 2023,Есть,9876642,22
Аквилон Митино,Митино,Аквилон,26.3,ст,7,2 кв 2023,Есть,7762023,23
Аквилон Митино,Митино,Аквилон,24.2,ст,6,2 кв 2023,Есть,7199808,23
Аквилон Митино,Митино,Аквилон,23.5,ст,11,4 кв 2022,Есть,7468397,23
Аквилон Митино,Митино,Аквилон,34.4,1,8,2 кв 2023,Есть,10035795,22
Аквилон Митино,Митино,Аквилон,61.2,2,11,2 кв 2023,Есть,15643638,20
Аквилон Митино,Митино,Аквилон,63.0,2,7,4 кв 2022,Есть,16598431,20
Аквилон Митино,Митино,Аквилон,63.0,2,15,4 кв 2022,Есть,17212732,20
Аквилон Митино,Митино,Аквилон,31.0,ст,9,4 кв 2022,Есть,9005396,23
Аквилон Митино,Митино,Аквилон,26.5,ст,2,4 кв 2022,Есть,7594380,23
Аквилон Митино,Митино,Аквилон,27.7,ст,5,4 кв 2022,Есть,7599096,23
Аквилон Митино,Митино,Аквилон,26.3,ст,5,4 кв 2022,Есть,8351065,23
Аквилон Митино,Митино,Аквилон,25.4,ст,4,2 кв 2023,Есть,7288067,23
Аквилон Митино,Митино,Аквилон,34.0,1,4,2 кв 2023,Есть,9788307,22
Аквилон Митино,Митино,Аквилон,39.3,1,14,4 кв 2022,Есть,11661265,22
Аквилон Митино,Митино,Аквилон,35.8,1,5,2 кв 2023,Есть,10329327,22
Аквилон Митино,Митино,Аквилон,24.0,ст,8,2 кв 2023,Есть,7638912,23
Аквилон Митино,Митино,Аквилон,63.0,2,14,4 кв 2022,Есть,16091424,20
Аквилон Митино,Митино,Аквилон,37.9,1,3,2 кв 2023,Есть,10552676,22
Аквилон Митино,Митино,Аквилон,36.5,1,4,2 кв 2023,Есть,10266803,22
Аквилон Митино,Митино,Аквилон,35.4,1,6,2 кв 2023,Есть,10039359,22
Аквилон Митино,Митино,Аквилон,26.0,ст,9,2 кв 2023,Есть,8200078,23
Аквилон Митино,Митино,Аквилон,24.9,ст,9,4 кв 2022,Есть,7970913,23
Аквилон Митино,Митино,Аквилон,23.5,ст,14,4 кв 2022,Есть,7993267,23
Аквилон Митино,Митино,Аквилон,58.7,2,10,2 кв 2023,Есть,14837957,20
Аквилон Митино,Митино,Аквилон,26.4,ст,12,4 кв 2022,Есть,8451089,23
Аквилон Митино,Митино,Аквилон,26.1,ст,15,4 кв 2022,Есть,7917527,23
Аквилон Митино,Митино,Аквилон,38.1,1,9,2 кв 2023,Есть,10860259,22
Аквилон Митино,Митино,Аквилон,24.0,ст,7,2 кв 2023,Есть,7638912,23
Аквилон Митино,Митино,Аквилон,35.1,1,11,2 кв 2023,Есть,9911422,22
Аквилон Митино,Митино,Аквилон,35.6,1,4,2 кв 2023,Есть,9951935,22
Аквилон Митино,Митино,Аквилон,27.7,ст,3,4 кв 2022,Есть,7768365,23
Аквилон Митино,Митино,Аквилон,61.3,3,15,4 кв 2022,Есть,17862323,21
Аквилон Митино,Митино,Аквилон,23.7,ст,9,2 кв 2023,Есть,7021574,23
Аквилон Митино,Митино,Аквилон,23.4,ст,14,4 кв 2022,Есть,7590013,23
Аквилон Митино,Митино,Аквилон,51.3,2,8,4 кв 2022,Есть,14653640,20
Аквилон Митино,Митино,Аквилон,51.3,2,7,2 кв 2023,Есть,13455474,20
Аквилон Митино,Митино,Аквилон,51.3,2,6,2 кв 2023,Есть,13424640,20
Аквилон Митино,Митино,Аквилон,27.8,ст,14,4 кв 2022,Есть,7848302,23
Аквилон Митино,Митино,Аквилон,52.4,2,4,2 кв 2023,Есть,13362970,20
Аквилон Митино,Митино,Аквилон,84.4,3,4,4 кв 2022,Есть,19747357,21
Аквилон Митино,Митино,Аквилон,60.0,2,5,2 кв 2023,Есть,15149800,20
Аквилон Митино,Митино,Аквилон,33.0,1,5,2 кв 2023,Есть,9649654,22
Аквилон Митино,Митино,Аквилон,61.3,3,17,4 кв 2022,Есть,18107384,21
Аквилон Митино,Митино,Аквилон,61.3,3,14,4 кв 2022,Есть,17079161,21
Аквилон Митино,Митино,Аквилон,35.2,1,6,2 кв 2023,Есть,10026500,22
Аквилон Митино,Митино,Аквилон,33.2,1,7,2 кв 2023,Есть,9709260,22
Аквилон Митино,Митино,Аквилон,26.3,ст,6,2 кв 2023,Есть,7510119,23
Аквилон Митино,Митино,Аквилон,26.3,ст,8,2 кв 2023,Есть,7541039,23
Аквилон Митино,Митино,Аквилон,82.6,4,14,4 кв 2022,Есть,19438918,24
Аквилон Митино,Митино,Аквилон,26.3,ст,3,2 кв 2023,Есть,7942366,23
Аквилон Митино,Митино,Аквилон,36.9,1,21,2 кв 2023,Есть,10415890,22
Аквилон Митино,Митино,Аквилон,27.6,ст,10,4 кв 2022,Есть,8304949,23
Аквилон Митино,Митино,Аквилон,26.0,ст,5,2 кв 2023,Есть,7501409,23
Аквилон Митино,Митино,Аквилон,27.7,ст,9,4 кв 2022,Есть,8228894,23
Аквилон Митино,Митино,Аквилон,33.8,1,11,2 кв 2023,Есть,9911423,22
Аквилон Митино,Митино,Аквилон,57.2,2,6,2 кв 2023,Есть,14464225,20
Аквилон Митино,Митино,Аквилон,40.9,1,11,4 кв 2022,Есть,11673172,22
Аквилон Митино,Митино,Аквилон,52.2,2,12,2 кв 2023,Есть,13858849,20
Аквилон Митино,Митино,Аквилон,24.3,ст,2,2 кв 2023,Есть,6954059,23
Аквилон Митино,Митино,Аквилон,25.1,ст,8,2 кв 2023,Есть,7286281,23
Аквилон Митино,Митино,Аквилон,24.9,ст,8,4 кв 2022,Есть,7397092,23
Аквилон Митино,Митино,Аквилон,26.1,ст,11,4 кв 2022,Есть,7853594,23
Аквилон Митино,Митино,Аквилон,25.1,ст,5,2 кв 2023,Есть,7241945,23
Аквилон Митино,Митино,Аквилон,36.9,1,23,2 кв 2023,Есть,10461120,22
Аквилон Митино,Митино,Аквилон,26.4,ст,4,4 кв 2022,Есть,7998697,23
Аквилон Митино,Митино,Аквилон,26.3,ст,6,2 кв 2023,Есть,7988838,23
Аквилон Митино,Митино,Аквилон,24.8,ст,8,4 кв 2022,Есть,7462418,23
Аквилон Митино,Митино,Аквилон,25.7,ст,6,2 кв 2023,Есть,7395689,23
Аквилон Митино,Митино,Аквилон,60.7,2,8,2 кв 2023,Есть,15288000,20
Аквилон Митино,Митино,Аквилон,34.4,1,4,2 кв 2023,Есть,9358899,22
Аквилон Митино,Митино,Аквилон,40.8,1,18,4 кв 2022,Есть,11924820,22
Аквилон Митино,Митино,Аквилон,37.6,1,3,2 кв 2023,Есть,10358029,22
Аквилон Митино,Митино,Аквилон,27.4,ст,12,4 кв 2022,Есть,7696179,23
Аквилон Митино,Митино,Аквилон,46.3,1,20,4 кв 2022,Есть,13956790,22
Аквилон Митино,Митино,Аквилон,36.8,1,4,2 кв 2023,Есть,9748171,22
Аквилон Митино,Митино,Аквилон,35.8,1,6,2 кв 2023,Есть,9558600,22
Аквилон Митино,Митино,Аквилон,35.6,1,6,2 кв 2023,Есть,9958244,22
Аквилон Митино,Митино,Аквилон,27.3,ст,9,4 кв 2022,Есть,7684703,23
Аквилон Митино,Митино,Аквилон,24.5,ст,11,2 кв 2023,Есть,7250646,23
Аквилон Митино,Митино,Аквилон,40.0,2,7,2 кв 2023,Есть,11353355,20
Аквилон Митино,Митино,Аквилон,27.0,ст,14,4 кв 2022,Есть,7846175,23
Аквилон Митино,Митино,Аквилон,24.9,ст,16,4 кв 2022,Есть,7397092,23
Аквилон Митино,Митино,Аквилон,26.2,ст,10,4 кв 2022,Есть,7841665,23
Аквилон Митино,Митино,Аквилон,23.3,ст,4,2 кв 2023,Есть,6903068,23
Аквилон Митино,Митино,Аквилон,61.7,2,2,4 кв 2022,Есть,15597717,20
Аквилон Митино,Митино,Аквилон,82.6,3,14,4 кв 2022,Есть,23013681,21
Аквилон Митино,Митино,Аквилон,34.4,1,5,2 кв 2023,Есть,9634340,22
Аквилон Митино,Митино,Аквилон,24.2,ст,2,2 кв 2023,Есть,6906947,23
Аквилон Митино,Митино,Аквилон,31.1,ст,20,4 кв 2022,Есть,9546601,23
Аквилон Митино,Митино,Аквилон,54.6,2,10,2 кв 2023,Есть,14878193,20
Аквилон Митино,Митино,Аквилон,26.3,ст,11,4 кв 2022,Есть,7913775,23
Аквилон Митино,Митино,Аквилон,37.4,1,12,2 кв 2023,Есть,10091165,22
Аквилон Митино,Митино,Аквилон,84.3,3,18,4 кв 2022,Есть,19677112,21
Аквилон Митино,Митино,Аквилон,47.8,2,23,4 кв 2022,Есть,14537100,20
Аквилон Митино,Митино,Аквилон,58.7,2,4,2 кв 2023,Есть,15054895,20
Аквилон Митино,Митино,Аквилон,61.2,2,9,4 кв 2022,Есть,16625662,20
Аквилон Митино,Митино,Аквилон,27.4,ст,1,4 кв 2022,Есть,7207785,23
Аквилон Митино,Митино,Аквилон,27.7,ст,3,4 кв 2022,Есть,7758141,23
Аквилон Митино,Митино,Аквилон,27.8,ст,10,4 кв 2022,Есть,7711034,23
Аквилон Митино,Митино,Аквилон,84.4,3,20,4 кв 2022,Есть,20887111,21
Аквилон Митино,Митино,Аквилон,36.6,1,5,2 кв 2023,Есть,9761336,22
Аквилон Митино,Митино,Аквилон,34.8,1,14,2 кв 2023,Есть,9421350,22
Аквилон Митино,Митино,Аквилон,31.1,ст,11,4 кв 2022,Есть,8952300,23
Аквилон Митино,Митино,Аквилон,39.1,1,5,2 кв 2023,Есть,9938529,22
Аквилон Митино,Митино,Аквилон,27.6,ст,8,4 кв 2022,Есть,7679110,23
Аквилон Митино,Митино,Аквилон,48.1,2,10,2 кв 2023,Есть,13457626,20
Аквилон Митино,Митино,Аквилон,27.6,ст,19,4 кв 2022,Есть,7946168,23
Аквилон Митино,Митино,Аквилон,31.1,ст,4,4 кв 2022,Есть,8628902,23
Аквилон Митино,Митино,Аквилон,23.5,ст,11,4 кв 2022,Есть,7813212,23
Аквилон Митино,Митино,Аквилон,46.3,1,20,4 кв 2022,Есть,12773573,22
Аквилон Митино,Митино,Аквилон,35.5,1,8,2 кв 2023,Есть,9834749,22
Аквилон Митино,Митино,Аквилон,48.1,2,13,2 кв 2023,Есть,12954065,20
Аквилон Митино,Митино,Аквилон,82.5,3,13,4 кв 2022,Есть,19234917,21
Аквилон Митино,Митино,Аквилон,57.5,2,16,2 кв 2023,Есть,14692835,20
Аквилон Митино,Митино,Аквилон,26.4,ст,18,4 кв 2022,Есть,7939878,23
Аквилон Митино,Митино,Аквилон,34.4,1,8,2 кв 2023,Есть,9439880,22
Аквилон Митино,Митино,Аквилон,26.4,ст,9,2 кв 2023,Есть,7655370,23
Аквилон Митино,Митино,Аквилон,35.5,1,6,2 кв 2023,Есть,9791459,22
Аквилон Митино,Митино,Аквилон,82.6,3,15,4 кв 2022,Есть,20309003,21
Аквилон Митино,Митино,Аквилон,31.1,ст,7,4 кв 2022,Есть,8983857,23
Аквилон Митино,Митино,Аквилон,47.9,2,24,4 кв 2022,Есть,14235735,20
Аквилон Митино,Митино,Аквилон,84.4,3,6,4 кв 2022,Есть,22179306,21
Аквилон Митино,Митино,Аквилон,84.4,3,10,4 кв 2022,Есть,22179306,21
Аквилон Митино,Митино,Аквилон,50.6,2,4,2 кв 2023,Есть,13657496,20
Аквилон Митино,Митино,Аквилон,32.3,1,18,2 кв 2023,Есть,9055576,22
Аквилон Митино,Митино,Аквилон,36.4,1,10,2 кв 2023,Есть,9804448,22
Аквилон Митино,Митино,Аквилон,63.0,2,4,4 кв 2022,Есть,16000908,20
Аквилон Митино,Митино,Аквилон,31.1,ст,8,4 кв 2022,Есть,8713883,23
Аквилон Митино,Митино,Аквилон,61.3,3,14,4 кв 2022,Есть,16301133,21
Аквилон Митино,Митино,Аквилон,35.0,1,10,2 кв 2023,Есть,9396024,22
Аквилон Митино,Митино,Аквилон,26.8,ст,12,2 кв 2023,Есть,7744664,23
Аквилон Митино,Митино,Аквилон,23.5,ст,7,4 кв 2022,Есть,7284306,23
Аквилон Митино,Митино,Аквилон,23.4,ст,10,4 кв 2022,Есть,7360900,23
Аквилон Митино,Митино,Аквилон,26.9,ст,2,4 кв 2022,Есть,7290716,23
Аквилон Митино,Митино,Аквилон,46.3,1,16,4 кв 2022,Есть,12211254,22
Аквилон Митино,Митино,Аквилон,39.4,1,5,4 кв 2022,Есть,11469700,22
Аквилон Митино,Митино,Аквилон,36.0,1,7,2 кв 2023,Есть,10055049,22
Аквилон Митино,Митино,Аквилон,27.7,ст,9,4 кв 2022,Есть,7824704,23
Аквилон Митино,Митино,Аквилон,24.5,ст,9,2 кв 2023,Есть,6976698,23
Аквилон Митино,Митино,Аквилон,38.5,1,13,2 кв 2023,Есть,9619538,22
Аквилон Митино,Митино,Аквилон,34.4,1,8,4 кв 2022,Есть,10150889,22
Аквилон Митино,Митино,Аквилон,34.0,1,8,2 кв 2023,Есть,9308205,22
Аквилон Митино,Митино,Аквилон,24.0,ст,5,2 кв 2023,Есть,6970728,23
Аквилон Митино,Митино,Аквилон,33.2,1,3,2 кв 2023,Есть,9304191,22
Аквилон Митино,Митино,Аквилон,33.0,1,5,2 кв 2023,Есть,8987319,22
Аквилон Митино,Митино,Аквилон,24.2,ст,4,2 кв 2023,Есть,7002193,23
Аквилон Митино,Митино,Аквилон,23.4,ст,2,2 кв 2023,Есть,6837231,23
Аквилон Митино,Митино,Аквилон,27.4,ст,2,4 кв 2022,Есть,7355841,23
Аквилон Митино,Митино,Аквилон,26.9,ст,12,4 кв 2022,Есть,7520047,23
Аквилон Митино,Митино,Аквилон,46.3,1,8,4 кв 2022,Есть,11917070,22
Аквилон Митино,Митино,Аквилон,27.4,ст,8,4 кв 2022,Есть,7519273,23
Аквилон Митино,Митино,Аквилон,46.9,2,6,2 кв 2023,Есть,13024582,20
Аквилон Митино,Митино,Аквилон,58.5,2,8,2 кв 2023,Есть,14182129,20
Аквилон Митино,Митино,Аквилон,61.8,2,6,4 кв 2022,Есть,15645645,20
Аквилон Митино,Митино,Аквилон,36.5,1,3,2 кв 2023,Есть,9293141,22
Аквилон Митино,Митино,Аквилон,61.3,3,8,4 кв 2022,Есть,15867612,21
Аквилон Митино,Митино,Аквилон,49.1,2,5,2 кв 2023,Есть,12909421,20
Аквилон Митино,Митино,Аквилон,46.9,2,4,2 кв 2023,Есть,12330994,20
Аквилон Митино,Митино,Аквилон,61.8,3,9,4 кв 2022,Есть,16708309,21
Аквилон Митино,Митино,Аквилон,26.4,ст,10,4 кв 2022,Есть,7916093,23
Аквилон Митино,Митино,Аквилон,27.6,ст,14,4 кв 2022,Есть,7747326,23
Аквилон Митино,Митино,Аквилон,23.3,ст,4,2 кв 2023,Есть,6937605,23
Аквилон Митино,Митино,Аквилон,36.9,1,9,2 кв 2023,Есть,9529042,22
Аквилон Митино,Митино,Аквилон,60.1,3,7,2 кв 2023,Есть,15099885,21
Аквилон Митино,Митино,Аквилон,50.0,2,12,4 кв 2022,Есть,14418650,20
Аквилон Митино,Митино,Аквилон,36.4,1,12,2 кв 2023,Есть,9815054,22
Аквилон Митино,Митино,Аквилон,55.7,2,14,2 кв 2023,Есть,14644700,20
Аквилон Митино,Митино,Аквилон,47.8,2,14,4 кв 2022,Есть,12995528,20
Аквилон Митино,Митино,Аквилон,24.0,ст,7,2 кв 2023,Есть,6980017,23
Аквилон Митино,Митино,Аквилон,82.3,3,24,4 кв 2022,Есть,21206051,21
Аквилон Митино,Митино,Аквилон,63.0,2,10,4 кв 2022,Есть,18167499,20
Аквилон Митино,Митино,Аквилон,43.2,1,18,4 кв 2022,Есть,12747628,22
Аквилон Митино,Митино,Аквилон,32.3,1,14,2 кв 2023,Есть,8796679,22
Аквилон Митино,Митино,Аквилон,26.4,ст,2,4 кв 2022,Есть,7660170,23
Аквилон Митино,Митино,Аквилон,23.3,ст,6,2 кв 2023,Есть,6965864,23
Аквилон Митино,Митино,Аквилон,31.6,1,4,2 кв 2023,Есть,8606038,22
Аквилон Митино,Митино,Аквилон,24.2,ст,7,2 кв 2023,Есть,6971303,23
Аквилон Митино,Митино,Аквилон,23.7,ст,10,2 кв 2023,Есть,6960915,23
Аквилон Митино,Митино,Аквилон,36.0,1,5,2 кв 2023,Есть,9602589,22
Аквилон Митино,Митино,Аквилон,26.4,ст,8,4 кв 2022,Есть,7660170,23
Аквилон Митино,Митино,Аквилон,33.0,1,7,2 кв 2023,Есть,8987319,22
Аквилон Митино,Митино,Аквилон,23.4,ст,6,4 кв 2022,Есть,6920176,23
Аквилон Митино,Митино,Аквилон,82.6,4,2,4 кв 2022,Есть,19254597,24
Аквилон Митино,Митино,Аквилон,38.1,1,6,2 кв 2023,Есть,10363197,22
Аквилон Митино,Митино,Аквилон,25.1,ст,6,2 кв 2023,Есть,7005515,23
Аквилон Митино,Митино,Аквилон,84.3,3,9,4 кв 2022,Есть,22791431,21
Аквилон Митино,Митино,Аквилон,43.3,2,16,4 кв 2022,Есть,12486550,20
Аквилон Митино,Митино,Аквилон,40.8,1,17,4 кв 2022,Есть,11731721,22
Аквилон Митино,Митино,Аквилон,50.6,2,8,2 кв 2023,Есть,13303802,20
Аквилон Митино,Митино,Аквилон,26.0,ст,15,2 кв 2023,Есть,6937216,23
Алиа,Покровское-Стрешнево,Asterus Development,66.6,2,2,2 кв 2023,Есть,22867005,0
Алиа,Покровское-Стрешнево,Asterus Development,47.5,1,18,2 кв 2023,Есть,15682225,4
Алиа,Покровское-Стрешнево,Asterus Development,83.1,2,2,2 кв 2023,Нет,26821451,19
Алиа,Покровское-Стрешнево,Asterus Development,65.0,2,2,2 кв 2023,Нет,19899180,19
Алиа,Покровское-Стрешнево,Asterus Development,91.0,3,6,2 кв 2023,Нет,28477028,18
Алиа,Покровское-Стрешнево,Asterus Development,61.9,2,11,2 кв 2023,Нет,21434490,19
